300.81,88.894,180.11,262.49,239.708,156.024,137.02,257.569,255.827,148.739,0.0,0.0,115.152,191.218,0.0,138.552,114.229,70.502,185.528,0.0,0.0,126.15,169.37,75.713,0.0,64.678,162.048,100.572,504.267,139.181,0.0,0.0
0.0,-375.891,-139.785,131.302,25.154,-839.792,-826.813,530.601,-150.49,-133.108,653.83,21.929,467.747,-452.869,-177.985,-438.877,0.0,438.877,177.985,452.869,-467.747,-21.929,-653.83,133.108,150.49,-530.601,826.813,839.792,-25.154,-131.302,139.785,375.891
89.201,69.889,73.874,0.0,0.0,74.487,0.0,182.08,276.077,173.585,128.13,163.665,236.178,134.693,0.0,101.965,227.879,91.653,102.995,152.228,74.793,83.989,0.0,0.0,64.678,0.0,182.364,69.889,98.703,80.924,0.0,0.0
0.0,-574.32,456.454,504.52,-531.75,-323.346,-281.481,179.011,-39.394,-454.93,49.72,-1.491,442.979,158.066,-252.697,-185.375,0.0,185.375,252.697,-158.066,-442.979,1.491,-49.72,454.93,39.394,-179.011,281.481,323.346,531.75,-504.52,-456.454,574.32
80.311,108.512,146.216,166.447,141.966,89.201,0.0,87.361,81.844,0.0,343.888,249.649,84.296,70.502,83.989,374.784,114.497,112.497,69.889,182.463,113.11,152.891,152.864,0.0,105.753,79.085,123.363,162.873,115.869,115.963,126.117,70.502
0.0,-101.507,253.189,-131.853,-391.323,-203.365,469.478,-458.282,565.427,-255.426,-76.473,-235.936,249.448,-76.47,-73.114,-1.975,0.0,1.975,73.114,76.47,-249.448,235.936,76.473,255.426,-565.427,458.282,-469.478,203.365,391.323,131.853,-253.189,101.507
133.955,117.982,202.131,82.763,119.9,0.0,156.48,167.404,0.0,230.693,107.592,221.219,149.997,152.986,122.06,143.953,247.314,108.864,191.549,360.576,257.063,164.24,277.376,198.207,171.325,289.141,187.291,258.471,77.552,223.925,0.0,211.556
0.0,811.89,-101.424,14.771,-420.751,-105.115,25.136,-220.607,356.317,-55.562,306.973,42.377,-155.454,664.515,778.069,108.583,0.0,-108.583,-778.069,-664.515,155.454,-42.377,-306.973,55.562,-356.317,220.607,-25.136,105.115,420.751,-14.771,101.424,-811.89
125.074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.733,114.75,217.645,304.73,102.995,193.52,0.0,137.633,69.583,141.924,185.62
0.0,1205.961,301.306,-271.788,388.839,477.621,92.082,49.118,139.955,174.987,55.24,36.501,262.529,116.726,-286.069,-276.375,0.0,276.375,286.069,-116.726,-262.529,-36.501,-55.24,-174.987,-139.955,-49.118,-92.082,-477.621,-388.839,271.788,-301.306,-1205.961
